conv_id,query,history,groundtruth
11128,,"['182881', '135508', '125431', '145365', '204419']",[]
11129,,['136877'],"['200798', '122831']"
11131,,"['88113', '125431', '135508', '196399', '132506', '153346']",[]
11132,,"['199262', '181715']","['114109', '194001']"
11133,,[],[]
11134,Ahh.. I saw the original.. I think this one will be better.. it couldn't go downhill.  I will check it out,['129036'],"['204974', '162794']"
11137,I saw @128761 and liked it but thought that was the type of movie you would suggest.. like old spaghetti western,"['128761', '180251', '173935']","['95066', '83814']"
11138,,['90766'],"['84273', '194272']"
11140,,"['146771', '194044', '194237']",['196366']
11141,okay.. I have seen amelie and liked it.. I will check out Old boy.  I guess I never saw the american version either,"['100448', '186635']","['106576', '199262']"
11142,,['77161'],"['125431', '132506', '135508', '185171']"
11143,ahh.. the animated version was pretty inferior to the first movie of the live version.. I didn't see the other two though so maybe i should,"['200712', '187274', '196478']",['93739']
11145,,['169012'],[]
11146,I missed that one.. I should check it out.. I planned to see it but couldn';t find it on my movie service later.. now I have a new one so I 'll look again,['96316'],"['115612', '182960', '116784']"
11147,,"['90253', '108426', '99715']",[]
11148,,"['204794', '196366', '115463', '78887']",['171056']
11149,,"['91332', '128905', '146463', '95066']",[]
11150,Ahh.. okay.. good actor.. I'll look at that one also.  Thank you .. now I just need beer.. have a good night.!,['128905'],"['115612', '145365', '125036']"
11151,,['152497'],[]
11152,,"['205435', '204455', '151728', '88624']",['94265']
11153,,"['145723', '148904', '142890', '181715']",[]
11154,,['187028'],[]
11155,,"['129036', '198707']","['204974', '205557']"
11156,Oh I didn't know @203619 was a movie! I just always thought it was a book. to be honest. lol,"['75918', '203730', '136983']","['162007', '203619']"
11157,,"['94487', '198397']",['119840']
11158,I'm looking for an action movie.  I just saw @81316 with jackie chan and it was incredible.. he caught a baby in a shopping mall.. and did his usual magic,"['81316', '158734']","['137774', '120722']"
11159,Hi. I'm looking for new 80's movies to watch. I've already seen @75918 and @136983 . 2 completely different movies. lol,"['75918', '136983', '111405']","['189219', '83624', '86831', '108389', '183365', '128919', '82602']"
11160,,[],"['138171', '205557']"
11161,,['145365'],[]
11162,,['200318'],['103743']
11164,,['112346'],"['155969', '123245']"
11174,I am looking for some good movies.  I don't have a preference on the genre.  I have enjoyed everything from @86168 and @204974 to @83552,"['204974', '127115', '86168', '83552']","['121563', '155661', '182960']"
11183,,"['98028', '168361', '82602']","['182960', '197608']"
11185,,"['189887', '187028', '79062']","['194607', '153346']"
11187,,"['99715', '99583', '114932']",['117907']
11190,,"['137615', '83552', '177112']","['204707', '204478']"
11191,,"['99276', '99583', '184098', '178502', '83552']",['155645']
11193,"I havent seen the third one yet, the second one kind of disappointed me. I hope the third is much better!","['177112', '119087', '174475', '146870']",[]
11196,,['178502'],"['198619', '83552', '173333']"
11197,"I think I may have seen that but Im not sure, I have definately heard about it on the news.",['127588'],['202601']
11200,,"['119144', '188808', '188656']","['110494', '205557', '121413', '182709']"
11201,,"['177112', '114932', '204974', '140066', '192131', '83552', '144347']","['134643', '205698']"
11204,,"['142573', '118762', '115908']",['82602']
11205,"I have not, who stars in that?? It sounds a bit like snow white as a story line am I right?","['83789', '180437', '100723', '106388', '136983']",['173253']
11209,,"['170898', '121678']",['111540']
11211,,"['190814', '152744']",['124268']
11212,,"['111540', '204409']",['97494']
11217,,[],[]
11220,,"['84153', '90472']","['193754', '109729']"
11222,"Yeah, I've been seeing a lot of ads for it---I think I remember reading the book as a child, but the movie doesn't remind me of the book for some reason",['117122'],[]
11226,,"['144468', '170376']","['178927', '106388', '102073', '112346']"
11227,,"['111918', '115908']","['124142', '177112']"
11228,,[],"['203508', '78186', '143261']"
11229,,"['201861', '85036']","['157454', '107047']"
11230,,"['193460', '184418']","['79834', '126048']"
11231,,"['115250', '107314', '120947', '87745', '110529', '83552']",['77696']
11232,,"['180224', '88658', '162466', '107175', '150578', '166883', '187879']",['196833']
11234,,"['86168', '122385', '170060']",[]
11235,,"['101264', '102513']","['186228', '86428', '98028']"
11236,,['115463'],['168256']
11241,,"['199831', '193037', '101081']","['163398', '170037']"
11242,,"['194044', '87664', '135485']","['176530', '170277']"
11243,,"['178950', '107314', '120947', '86428']",['154189']
11244,,"['150655', '183130']",['150421']
11245,,"['201091', '174475']",['183056']
11246,,"['94056', '130591', '158571', '203424', '99244']",[]
11248,,['170119'],"['168161', '164063']"
11249,,"['81385', '82419', '86428']",['113035']
11250,,"['88141', '98740', '188808', '122017']",['114932']
11251,,"['120003', '161546']",[]
11252,,[],"['170060', '199831', '180926', '140335', '177112']"
11253,,"['85961', '165182']","['159497', '122208']"
11254,,"['140066', '122172']",['98088']
11255,,"['106388', '140066', '177112']",['204331']
11256,,['84798'],"['137813', '170037', '132728']"
11257,,"['81385', '87490', '193711']",['93310']
11258,,"['104183', '114932', '148231', '122017', '136877']","['78475', '118161']"
11259,,"['133249', '88142', '167290']",['98028']
11262,,"['161817', '112346']",[]
11263,,['170277'],"['85036', '161313']"
11264,,['85961'],"['202835', '112742', '91611']"
11265,,[],"['85961', '180527', '96140', '191297', '200348']"
11266,,"['106388', '86168', '170060', '114801', '77363']",['177227']
11267,,[],"['142573', '153411', '115908']"
11268,,"['148120', '182681', '163739', '200228', '141524', '104174']",[]
11269,,[],['83552']
11270,,"['204974', '194966', '83552', '96281']",['177160']
11271,,"['140066', '138962']",['130870']
11272,,"['140066', '156698', '138962']",['125591']
11274,,['79062'],"['85612', '170023', '87867', '99244']"
11275,,[],"['138962', '140066']"
11276,,"['136000', '154844']","['133249', '85417']"
11277,"Hmm, well I really liked @100030 and I liked @119144 but like I said Im really open to just about any genre","['119144', '101081', '106388', '199831', '100030']",['142573']
11281,,"['110580', '129037', '188808', '99324']",['140651']
11282,,[],"['142890', '169419']"
11283,,"['116125', '133813', '106388', '199831', '127115', '170060']",[]
11285,I am looking to laugh!  Any comedies you can help me with that are from the early 2000's and 1990s and 80s,"['120948', '192035', '111918']",['89954']
11287,,"['204963', '198355', '161313']",['97959']
11289,,"['100030', '188192', '116976', '178096']",['150196']
11291,,[],"['86168', '174475', '170060', '177112']"
11292,,['187028'],"['184418', '166736']"
11294,"I dont think Ive seen that one either, I have quite a few movies to add to my play list.","['143452', '188192', '133269']","['76530', '177880']"
11298,Can you help me find a good thriller movie please? I think Ive seen just about everything I can think of!,"['178927', '184418', '146771', '77066', '124545']","['93083', '112719']"
11299,,"['177747', '122837', '150376', '172109', '119699', '104177']",['204409']
11300,,"['170060', '199831', '177112']",['170037']
11301,I am looking for a good movie from the early 2000's or 1990's or 1980's.  Any good ideas for me?,"['106388', '193168', '114932']",['148477']
11302,Hello there! Im looking for a great crime movie like @143198 or @91332 just to name a few that I liked,"['140122', '143198', '182709', '91332']","['204904', '204704', '111488']"
11304,,[],"['194237', '184418']"
11305,,"['120092', '154189', '204863']",['127710']
11306,,[],"['77455', '141578', '100271', '170037', '166668']"
11307,,"['90950', '165736']","['149563', '173068']"
11309,,"['115250', '188057']","['82955', '191270', '202936', '201436']"
11310,,"['106827', '173575', '122604']",['173343']
11311,,['175121'],"['142823', '127710', '81135']"
11313,,"['173194', '134106']","['161313', '143239']"
11314,,"['115348', '152913', '143623']",[]
11316,,['193460'],['77066']
11317,,"['89501', '115155', '108389']","['85195', '178715']"
11318,,"['85961', '84003', '142205', '142823']","['86923', '80691']"
11319,,"['115518', '79553', '150488', '103180']",[]
11320,,"['85961', '142823', '84003']",['80691']
11321,,"['107175', '150578', '131178']","['132506', '196366']"
11324,,"['151577', '115518', '100498', '177747']",[]
11326,,"['187310', '106388']","['127231', '132736', '204456']"
11327,,"['196460', '75815', '106827']",['88700']
11328,,"['75815', '115155', '115290', '116664']","['133273', '139584', '113972']"
11330,,['93845'],['109495']
11337,,"['173362', '152744', '178096', '150501', '176100', '197200', '122385', '198772', '170277']",[]
11340,,"['94056', '77161']","['184951', '184418', '187028', '137513']"
11343,,['115908'],[]
11345,"Oh, I have seen that but actually I have been meaning to binge watch all of them including the new one.","['92826', '82602', '187028', '136983', '108389']",[]
11346,,"['135090', '153411']",[]
11347,,"['139048', '112719']","['189820', '133032']"
11349,,[],[]
11350,,['101775'],['204974']
11351,,"['100603', '145313', '178646']",['164206']
11352,,"['150941', '163398', '84854', '145997']",['204651']
11356,,['180899'],[]
11357,,"['196460', '192326']","['203526', '99219', '115155', '141098']"
11358,,"['76781', '153411']","['132725', '88624']"
11359,,"['97413', '122604', '81792', '163708']",['92390']
11360,,"['78168', '134101', '153455']",['162930']
11361,,"['86506', '79543', '193109']","['87064', '122273', '120588', '182731']"
11362,,"['181299', '100526', '117840', '204794', '187028', '181097']",['202190']
11363,,"['172839', '151752']","['159885', '82923', '182731', '173575']"
11364,I like movies that are &quot;esoteric&quot; I guess you could say but also have a dark/hidden sense of comedy about them,['94856'],['79935']
11365,,"['114560', '142603', '102493']",['183771']
11367,,"['96281', '175843', '93521']",['146481']
11368,,"['77115', '148904', '154857', '170305', '104930']",['195979']
11369,,"['204478', '93013']","['170037', '204331']"
11370,,"['112069', '119087', '114759']",['195979']
11371,I've heard of them but never watched either one.  I have heard that @197200  is really funny.  I will have to check it out.,[],['197200']
11372,I like to be able to laugh when watching a film but also be entertained by the action. @91481 sounds like buddy cop movie which is similar to the genre,[],"['118762', '148904', '91481', '134617', '101794']"
11373,,"['90253', '128925']","['170060', '86168']"
11375,,"['107826', '170722', '177764']",[]
11376,,"['161313', '188057', '170277']",['85036']
11377,,"['88141', '161723']","['181299', '143198']"
11378,,['161385'],['136983']
11379,,"['119570', '136000', '187102']",['140749']
11380,,['169617'],"['104180', '92390']"
11382,,"['163024', '99910', '79136']",[]
11383,,"['135250', '103257', '128782']",[]
11385,,"['202155', '131382', '115463']",['142664']
11386,,"['204974', '177160', '153438']","['83552', '96281']"
11388,,"['203761', '187028', '130591', '184418', '99244']",[]
11389,@83552 is funny?? I had NO idea! then i'll make sure I watch it. I just thought it was an action movie like the original @106233,"['204455', '106233']","['204478', '204651', '83552']"
11391,,[],"['162604', '116879']"
11392,,"['187028', '184418']","['88597', '204974', '204895']"
11394,,"['109642', '199972']","['112719', '136369']"
11395,,['132973'],"['123015', '107335', '101081']"
11396,,"['185139', '175096', '202418', '111540']",['149205']
11397,,['138081'],"['168289', '131244', '169270']"
11400,,"['120092', '197918', '117515']",['205557']
11402,,"['111099', '82476', '162658', '190837']",['129676']
11405,,['173904'],['170094']
11406,,"['117623', '162658', '199038', '112332', '123939']",[]
11407,,"['112404', '102141', '148016']",[]
11408,,"['123015', '128167', '132973', '138233']",['101081']
11409,,"['173362', '172049', '189494', '147934', '112346', '198772']",[]
11410,,"['126809', '166836', '180251']",[]
11413,,"['132291', '140771', '180899']",['199262']
11414,,"['99910', '78168', '88960', '197200', '122385']",[]
11415,,['156196'],"['150850', '110878', '175252']"
11416,,[],"['93258', '144550', '147143']"
11418,,"['171468', '77898', '197769', '104249', '174719']",[]
11421,,"['178646', '99001', '200914']",['205557']
11425,,"['180437', '99715']","['178895', '184418', '189705']"
11426,,[],[]
11428,,"['88960', '189705', '122209']",['120948']
11430,,"['149348', '180899']",[]
11431,,"['151318', '88936', '104930', '203424']",['194237']
11432,,['115463'],['111918']
11435,,"['180437', '152496']","['195234', '109082']"
11438,,"['132711', '99276', '155790', '160978', '187310', '77670', '141169']",['200523']
11439,,"['155829', '155969']",[]
11440,,"['174719', '154486', '190285']","['155969', '86428']"
11443,,[],"['167596', '195234']"
11444,,"['162882', '128167', '182644', '148527']",[]
11446,,"['204455', '94510', '138962', '150451', '135789']",['168289']
11449,,"['111918', '188779', '204478']",['115047']
